#    Lat.       Lon.           Depth(km)    Vp(km/s)     Vs(km/s)    Rho(g/cm^3)  
     43.6250    -101.1250      37.0000       7.2140       4.0640       3.0484 
     43.8750    -106.8750      37.0000       6.8060       3.9230       2.9201 
     43.8750    -106.6250      37.0000       6.8400       3.9470       2.9303 
     43.8750    -106.3750      37.0000       6.8260       3.9740       2.9261 
     43.8750    -106.1250      37.0000       6.8460       4.0040       2.9321 
     43.8750    -105.8750      37.0000       6.8930       4.0190       2.9464 
     43.8750    -105.6250      37.0000       6.8930       4.0140       2.9464 
     43.8750    -105.3750      37.0000       6.8900       3.9920       2.9455 
     43.8750    -105.1250      37.0000       6.8410       3.9610       2.9306 
     43.8750    -104.8750      37.0000       6.8030       3.9300       2.9192 
     43.8750    -104.6250      37.0000       6.8010       3.8730       2.9186 
     43.8750    -104.3750      37.0000       6.8170       3.8360       2.9234 
     43.8750    -104.1250      37.0000       6.8710       3.8020       2.9397 
     43.8750    -103.8750      37.0000       6.9270       3.7450       2.9568 
     43.8750    -103.6250      37.0000       6.9650       3.7440       2.9686 
     43.8750    -103.3750      37.0000       6.9980       3.7550       2.9790 
     43.8750    -103.1250      37.0000       7.0430       3.7960       2.9932 
     43.8750    -102.8750      37.0000       7.1050       3.8670       3.0130 
     43.8750    -102.6250      37.0000       7.1700       3.9520       3.0340 
     43.8750    -102.3750      37.0000       7.2190       4.0040       3.0500 
     43.8750    -102.1250      37.0000       7.2470       4.0340       3.0592 
     43.8750    -101.8750      37.0000       7.2720       4.0430       3.0674 
     43.8750    -101.6250      37.0000       7.2900       4.0510       3.0734 
     43.8750    -101.3750      37.0000       7.2640       4.0570       3.0648 
     43.8750    -101.1250      37.0000       7.2170       4.0620       3.0494 
     44.1250    -106.8750      37.0000       6.8350       4.0380       2.9288 
     44.1250    -106.6250      37.0000       6.8760       4.0520       2.9412 
     44.1250    -106.3750      37.0000       6.8790       4.0760       2.9421 
     44.1250    -106.1250      37.0000       6.9150       4.0930       2.9531 
     44.1250    -105.8750      37.0000       6.9620       4.0810       2.9677 
     44.1250    -105.6250      37.0000       6.9960       4.0510       2.9783 
     44.1250    -105.3750      37.0000       6.9630       4.0140       2.9680 
     44.1250    -105.1250      37.0000       6.8950       3.9760       2.9470 
     44.1250    -104.8750      37.0000       6.8420       3.9180       2.9309 
     44.1250    -104.6250      37.0000       6.8250       3.8600       2.9258 
     44.1250    -104.3750      37.0000       6.8400       3.7990       2.9303 
     44.1250    -104.1250      37.0000       6.8870       3.7590       2.9445 
     44.1250    -103.8750      37.0000       6.9380       3.7390       2.9602 
     44.1250    -103.6250      37.0000       6.9790       3.7370       2.9730 
     44.1250    -103.3750      37.0000       7.0060       3.7850       2.9815 
     44.1250    -103.1250      37.0000       7.0340       3.8320       2.9903 
     44.1250    -102.8750      37.0000       7.0740       3.9040       3.0031 
     44.1250    -102.6250      37.0000       7.1200       3.9750       3.0178 
     44.1250    -102.3750      37.0000       7.1710       4.0220       3.0343 
     44.1250    -102.1250      37.0000       7.2180       4.0400       3.0497 
     44.1250    -101.8750      37.0000       7.2580       4.0540       3.0628 
     44.1250    -101.6250      37.0000       7.2920       4.0660       3.0740 
     44.1250    -101.3750      37.0000       7.2780       4.0640       3.0694 
     44.1250    -101.1250      37.0000       7.2320       4.0560       3.0543 
     44.3750    -106.8750      37.0000       6.8620       4.1220       2.9369 
     44.3750    -106.6250      37.0000       6.9300       4.1320       2.9578 
     44.3750    -106.3750      37.0000       6.9320       4.1490       2.9584 
     44.3750    -106.1250      37.0000       6.9820       4.1380       2.9739 
     44.3750    -105.8750      37.0000       7.1040       4.1260       3.0127 
     44.3750    -105.6250      37.0000       7.1150       4.0930       3.0162 
     44.3750    -105.3750      37.0000       7.0080       4.0570       2.9821 
     44.3750    -105.1250      37.0000       6.9100       4.0260       2.9516 
     44.3750    -104.8750      37.0000       6.8610       3.9510       2.9366 
     44.3750    -104.6250      37.0000       6.8440       3.8670       2.9315 
     44.3750    -104.3750      37.0000       6.8670       3.8040       2.9384 
     44.3750    -104.1250      37.0000       6.9110       3.7890       2.9519 
     44.3750    -103.8750      37.0000       6.9550       3.7840       2.9655 
     44.3750    -103.6250      37.0000       6.9920       3.8090       2.9771 
     44.3750    -103.3750      37.0000       7.0100       3.8640       2.9827 
     44.3750    -103.1250      37.0000       7.0240       3.9320       2.9872 
     44.3750    -102.8750      37.0000       7.0440       3.9910       2.9935 
     44.3750    -102.6250      37.0000       7.0680       4.0120       3.0011 
     44.3750    -102.3750      37.0000       7.1170       4.0310       3.0169 
     44.3750    -102.1250      37.0000       7.1830       4.0660       3.0382 
     44.3750    -101.8750      37.0000       7.2420       4.0790       3.0575 
     44.3750    -101.6250      37.0000       7.2950       4.0760       3.0750 
     44.3750    -101.3750      37.0000       7.2950       4.0560       3.0750 
     44.3750    -101.1250      37.0000       7.2530       4.0290       3.0612 
     44.6250    -106.8750      37.0000       6.8630       4.1240       2.9372 
     44.6250    -106.6250      37.0000       6.9160       4.1300       2.9534 
     44.6250    -106.3750      37.0000       6.9460       4.1400       2.9627 
     44.6250    -106.1250      37.0000       6.9980       4.1600       2.9790 
     44.6250    -105.8750      37.0000       7.1180       4.1660       3.0172 
     44.6250    -105.6250      37.0000       7.0820       4.1350       3.0056 
     44.6250    -105.3750      37.0000       7.0130       4.1190       2.9837 
     44.6250    -105.1250      37.0000       6.9470       4.0680       2.9630 
     44.6250    -104.8750      37.0000       6.9050       4.0070       2.9500 
     44.6250    -104.6250      37.0000       6.8840       3.9200       2.9436 
     44.6250    -104.3750      37.0000       6.8980       3.8700       2.9479 
     44.6250    -104.1250      37.0000       6.9390       3.8520       2.9605 
     44.6250    -103.8750      37.0000       6.9750       3.8640       2.9717 
     44.6250    -103.6250      37.0000       7.0070       3.9110       2.9818 
     44.6250    -103.3750      37.0000       7.0230       3.9730       2.9868 
     44.6250    -103.1250      37.0000       7.0280       4.0480       2.9884 
     44.6250    -102.8750      37.0000       7.0400       4.1030       2.9922 
     44.6250    -102.6250      37.0000       7.0540       4.0950       2.9967 
     44.6250    -102.3750      37.0000       7.0950       4.0820       3.0098 
     44.6250    -102.1250      37.0000       7.1590       4.0860       3.0304 
     44.6250    -101.8750      37.0000       7.2190       4.0850       3.0500 
     44.6250    -101.6250      37.0000       7.2750       4.0740       3.0684 
     44.6250    -101.3750      37.0000       7.2840       4.0500       3.0714 
     44.6250    -101.1250      37.0000       7.2510       4.0240       3.0605 
     44.8750    -106.8750      37.0000       6.8410       4.0500       2.9306 
     44.8750    -106.6250      37.0000       6.9110       4.0660       2.9519 
     44.8750    -106.3750      37.0000       6.9430       4.1170       2.9618 
     44.8750    -106.1250      37.0000       6.9860       4.1440       2.9752 
     44.8750    -105.8750      37.0000       7.0430       4.1750       2.9932 
     44.8750    -105.6250      37.0000       7.0480       4.1690       2.9948 
     44.8750    -105.3750      37.0000       7.0340       4.1460       2.9903 
     44.8750    -105.1250      37.0000       7.0260       4.0800       2.9878 
     44.8750    -104.8750      37.0000       6.9770       4.0260       2.9724 
     44.8750    -104.6250      37.0000       6.9430       3.9720       2.9618 
     44.8750    -104.3750      37.0000       6.9380       3.9310       2.9602 
     44.8750    -104.1250      37.0000       6.9620       3.9280       2.9677 
     44.8750    -103.8750      37.0000       6.9830       3.9500       2.9743 
     44.8750    -103.6250      37.0000       7.0140       3.9960       2.9840 
     44.8750    -103.3750      37.0000       7.0330       4.0570       2.9900 
     44.8750    -103.1250      37.0000       7.0390       4.1190       2.9919 
     44.8750    -102.8750      37.0000       7.0580       4.1260       2.9980 
     44.8750    -102.6250      37.0000       7.0740       4.1070       3.0031 
     44.8750    -102.3750      37.0000       7.1020       4.0880       3.0120 
     44.8750    -102.1250      37.0000       7.1490       4.0730       3.0272 
     44.8750    -101.8750      37.0000       7.1920       4.0650       3.0412 
     44.8750    -101.6250      37.0000       7.2320       4.0630       3.0543 
     44.8750    -101.3750      37.0000       7.2420       4.0540       3.0575 
     44.8750    -101.1250      37.0000       7.2290       4.0290       3.0533 
     45.1250    -106.8750      37.0000       6.8660       4.0530       2.9381 
     45.1250    -106.6250      37.0000       6.8920       4.0820       2.9461 
     45.1250    -106.3750      37.0000       6.9140       4.1240       2.9528 
     45.1250    -106.1250      37.0000       6.9550       4.1600       2.9655 
     45.1250    -105.8750      37.0000       6.9740       4.2010       2.9714 
     45.1250    -105.6250      37.0000       6.9880       4.1790       2.9758 
     45.1250    -105.3750      37.0000       7.0120       4.1430       2.9834 
     45.1250    -105.1250      37.0000       7.0340       4.0960       2.9903 
     45.1250    -104.8750      37.0000       7.0170       4.0440       2.9849 
     45.1250    -104.6250      37.0000       6.9800       4.0020       2.9733 
     45.1250    -104.3750      37.0000       6.9650       3.9820       2.9686 
     45.1250    -104.1250      37.0000       6.9720       3.9810       2.9708 
     45.1250    -103.8750      37.0000       6.9920       3.9900       2.9771 
     45.1250    -103.6250      37.0000       7.0230       4.0100       2.9868 
     45.1250    -103.3750      37.0000       7.0430       4.0330       2.9932 
     45.1250    -103.1250      37.0000       7.0450       4.0760       2.9938 
     45.1250    -102.8750      37.0000       7.0700       4.0940       3.0018 
     45.1250    -102.6250      37.0000       7.0870       4.0990       3.0072 
     45.1250    -102.3750      37.0000       7.1070       4.0890       3.0136 
     45.1250    -102.1250      37.0000       7.1420       4.0840       3.0249 
     45.1250    -101.8750      37.0000       7.1700       4.0760       3.0340 
     45.1250    -101.6250      37.0000       7.1920       4.0630       3.0412 
     45.1250    -101.3750      37.0000       7.1990       4.0480       3.0435 
     45.1250    -101.1250      37.0000       7.1990       4.0200       3.0435 
     45.3750    -106.8750      37.0000       6.9310       4.0960       2.9581 
     45.3750    -106.6250      37.0000       6.9260       4.1250       2.9565 
     45.3750    -106.3750      37.0000       6.9120       4.1640       2.9522 
